CustomerID,total_transactions,total_products,total_unique_products,total_sales,avg_product_value,avg_cart_value,min_cart_value,max_cart_value
12388,6,100,57,2780.66,27.8066,463.4433333333333,124.05000000000001,902.09
12390,1,32,32,549.84,17.1825,549.84,549.84,549.84
12391,1,100,92,460.89,4.6089,460.89,460.89,460.89
12393,4,64,47,1582.6000000000001,24.728125000000002,395.65,177.00000000000003,521.5
12394,2,27,26,1272.48,47.12888888888889,636.24,381.08,891.4
12395,12,156,91,3018.63,19.350192307692307,251.5525,149.97,346.68
12397,2,126,110,2409.9,19.126190476190477,1204.9499999999998,1195.09,1214.81
12398,1,85,85,1635.6599999999999,19.24305882352941,1635.6599999999999,1635.6599999999999,1635.6599999999999
12399,4,59,47,1108.65,18.790677966101697,277.1625,130.08,480.90000000000003
12401,1,5,5,84.3,16.86,84.3,84.3,84.3
12402,1,11,11,225.6,20.509090909090908,225.6,225.6,225.6
12403,1,5,5,427.7,85.53999999999999,427.7,427.7,427.7
12405,1,54,54,1710.39,31.67388888888889,1710.39,1710.39,1710.39
12406,2,105,92,3415.3,32.52666666666667,1707.65,1621.25,1794.05
12407,5,77,57,1708.1200000000001,22.183376623376624,341.62399999999997,192.34,719.06
12408,5,105,81,2888.55,27.51,577.71,74.7,762.89
12409,3,109,91,11072.67,101.58412844036697,3690.89,4.95,6207.08
12410,2,26,26,693.3299999999999,26.666538461538458,346.66499999999996,68.0,625.3299999999999
12412,3,61,43,1226.88,20.112786885245903,408.96000000000004,336.14,514.5
12413,3,38,29,758.1,19.95,252.70000000000002,84.65,479.25
12414,3,18,16,562.41,31.244999999999997,187.47,153.76,242.8
12417,9,192,158,3649.1,19.005729166666665,405.4555555555555,291.34,562.69
12418,1,34,34,668.58,19.664117647058823,668.58,668.58,668.58
12420,1,29,29,600.39,20.70310344827586,600.39,600.39,600.39
12421,4,45,32,807.04,17.93422222222222,201.76,157.45,239.35
12422,3,39,39,803.5600000000001,20.604102564102565,267.8533333333333,147.7,417.36
12423,8,125,97,1859.31,14.87448,232.41375,84.92,347.35
12424,2,30,30,1760.96,58.69866666666667,880.4800000000001,294.64000000000004,1466.3200000000002
12425,1,36,36,777.2,21.58888888888889,777.2,777.2,777.2
12426,1,30,30,582.73,19.424333333333333,582.73,582.73,582.73
12427,3,31,26,825.8,26.638709677419353,275.26666666666665,239.72,303.5
12428,9,294,258,7956.46,27.062789115646257,884.0511111111111,373.72,2474.62
12429,4,97,82,3750.4,38.66391752577319,937.6,437.98,1281.5
12430,1,11,11,256.4,23.30909090909091,256.4,256.4,256.4
12431,15,235,163,6487.45,27.606170212765957,432.49666666666667,89.80000000000001,640.1
12432,5,108,107,5059.32,46.845555555555556,1011.8639999999999,64.6,2862.06
12433,7,420,219,13375.87,31.847309523809525,1910.8385714285716,19.799999999999997,2843.29
12434,2,50,46,806.14,16.122799999999998,403.07,286.25,519.89
12435,2,36,31,7829.89,217.49694444444447,3914.945,3850.9,3978.9900000000002
12436,1,16,16,509.01,31.813125,509.01,509.01,509.01
12437,18,199,118,4951.41,24.88145728643216,275.0783333333333,65.1,736.55
12438,2,98,84,2906.85,29.66173469387755,1453.425,890.0699999999999,2016.78
12441,1,11,11,173.55,15.77727272727273,173.55,173.55,173.55
12442,1,12,12,172.06,14.338333333333333,172.06,172.06,172.06
12444,5,176,138,5005.46,28.440113636363638,1001.092,562.54,1870.2
12445,1,4,4,133.4,33.35,133.4,133.4,133.4
12446,1,57,57,1002.3100000000001,17.584385964912283,1002.3100000000001,1002.3100000000001,1002.3100000000001
12447,1,26,26,476.49,18.326538461538462,476.49,476.49,476.49
12448,1,22,22,449.45,20.429545454545455,449.45,449.45,449.45
12449,4,191,118,4067.29,21.294712041884818,1016.8225,777.95,1342.71
12450,2,8,7,197.88,24.735,98.94,96.0,101.88
12451,5,354,265,9035.52,25.524067796610172,1807.104,262.5,2919.5099999999998
12452,2,22,21,430.57,19.571363636363635,215.285,80.0,350.57
12453,1,43,43,707.09,16.443953488372095,707.09,707.09,707.09
12454,1,15,15,3528.34,235.22266666666667,3528.34,3528.34,3528.34
12455,6,90,85,2466.86,27.409555555555556,411.1433333333334,15.0,1683.9
12456,3,125,105,3181.04,25.44832,1060.3466666666666,915.64,1325.23
12457,7,62,53,2363.23,38.11661290322581,337.6042857142857,160.0,743.28
12458,2,38,35,947.4,24.931578947368422,473.70000000000005,441.92,505.48
12461,2,35,35,826.88,23.62514285714286,413.44,200.0,626.88
12462,2,62,51,1189.59,19.186935483870965,594.7950000000001,427.48,762.11
12463,4,83,65,1344.78,16.202168674698793,336.195,297.38,358.99
12464,8,29,6,1212.05,41.79482758620689,151.50625,34.0,281.9
12465,2,47,46,742.1899999999999,15.79127659574468,371.095,301.25,440.94
12468,2,38,36,729.5400000000001,19.19842105263158,364.77000000000004,220.59,508.95000000000005
12471,30,460,150,19824.05,43.09576086956522,660.8016666666666,29.700000000000003,2238.5099999999998
12472,7,339,219,6572.11,19.386755162241887,938.8728571428572,268.08,1631.3
12473,5,168,140,3938.5499999999997,23.443749999999998,787.71,40.46,1697.98
12474,18,424,253,7375.79,17.395731132075472,409.7661111111111,7.800000000000001,806.47
12475,1,36,36,723.38,20.093888888888888,723.38,723.38,723.38
12476,11,233,177,6816.42,29.255021459227468,619.6745454545454,12.45,1750.46
12477,6,300,191,13219.74,44.065799999999996,2203.29,1059.24,4257.0599999999995
12478,1,36,36,680.99,18.91638888888889,680.99,680.99,680.99
12479,1,31,31,527.2,17.006451612903227,527.2,527.2,527.2
12480,4,154,129,3281.63,21.309285714285714,820.4075,557.6800000000001,1136.6799999999998
12481,10,217,150,5596.32,25.789493087557602,559.6320000000001,134.82,1307.76
12483,8,75,46,2484.98,33.133066666666664,310.6225,8.5,547.56
12484,6,346,256,4541.72,13.126358381502891,756.9533333333334,140.0,1246.49
12488,3,55,46,1298.66,23.612000000000002,432.8866666666667,214.06,553.39
12489,1,15,15,334.93,22.328666666666667,334.93,334.93,334.93
12490,10,245,131,5417.93,22.114,541.793,331.5,1035.82
12491,1,26,25,460.40000000000003,17.70769230769231,460.40000000000003,460.40000000000003,460.40000000000003
12492,2,20,19,263.21000000000004,13.160500000000003,131.60500000000002,126.39000000000001,136.82
12493,2,22,20,433.74,19.715454545454545,216.87,201.24,232.5
12494,7,77,63,1246.1000000000001,16.183116883116885,178.01428571428573,4.949999999999999,403.09000000000003
12497,1,14,14,1043.1,74.50714285714285,1043.1,1043.1,1043.1
12498,3,23,21,403.70000000000005,17.55217391304348,134.56666666666666,30.450000000000003,247.25
12500,11,61,34,4257.82,69.80032786885245,387.07454545454544,3.0,1096.65
12501,1,149,149,2169.39,14.559664429530201,2169.39,2169.39,2169.39
12502,5,147,102,3723.87,25.332448979591835,744.774,522.6,1092.35
12504,2,9,6,482.04999999999995,53.5611111111111,241.02499999999998,32.65,449.4
12506,1,23,23,73.5,3.1956521739130435,73.5,73.5,73.5
12507,3,21,19,1304.81,62.13380952380952,434.93666666666667,46.75,811.9
12508,2,69,57,398.27,5.772028985507246,199.135,123.08,275.19
12509,1,7,7,176.5,25.214285714285715,176.5,176.5,176.5
12510,2,33,29,982.5699999999999,29.774848484848484,491.28499999999997,301.52,681.05
12512,2,34,31,138.03,4.059705882352941,69.015,15.7,122.33
12513,1,35,35,612.29,17.494,612.29,612.29,612.29
12514,1,51,51,1017.68,19.954509803921567,1017.68,1017.68,1017.68
12515,1,16,16,383.7,23.98125,383.7,383.7,383.7
12516,2,26,20,1312.06,50.46384615384615,656.03,583.2,728.86
12517,5,284,232,2502.84,8.812816901408452,500.56800000000004,54.0,771.75
12518,5,124,84,2056.89,16.58782258064516,411.378,324.83,524.9
12519,1,18,17,340.84,18.935555555555553,340.84,340.84,340.84
12520,5,152,121,2634.26,17.330657894736845,526.8520000000001,246.54,987.42
12521,1,38,38,599.68,15.781052631578946,599.68,599.68,599.68
12522,2,12,11,192.72,16.06,96.36,89.4,103.32
12523,11,106,84,1789.77,16.884622641509434,162.70636363636365,102.95,262.42
12524,8,144,113,4485.72,31.150833333333335,560.7149999999999,289.1,1094.33
12526,3,71,64,1316.66,18.54450704225352,438.8866666666666,277.08,520.3
12527,3,18,18,348.71000000000004,19.37277777777778,116.23666666666668,63.790000000000006,152.4
12528,6,92,50,1933.48,21.01608695652174,322.24666666666667,234.0,493.53000000000003
12530,4,66,51,1662.28,25.186060606060607,415.57,387.40000000000003,440.63
12531,1,17,17,125.22,7.365882352941177,125.22,125.22,125.22
12532,1,16,16,349.83000000000004,21.864375000000003,349.83000000000004,349.83000000000004,349.83000000000004
12534,1,63,63,1089.18,17.28857142857143,1089.18,1089.18,1089.18
12535,2,34,28,716.35,21.069117647058825,358.17499999999995,344.9,371.45
12536,3,261,260,12601.830000000002,48.282873563218395,4200.610000000001,4161.06,4279.71
12538,1,21,21,363.95,17.33095238095238,363.95,363.95,363.95
12539,4,273,157,5568.35,20.396886446886448,1392.0875,1050.66,1715.85
12540,17,478,277,13400.24,28.03397489539749,788.2494117647059,277.48,1380.11
12541,3,52,46,981.18,18.868846153846153,327.06,223.74,445.03999999999996
12544,1,19,19,372.7,19.61578947368421,372.7,372.7,372.7
12545,2,50,42,1000.39,20.0078,500.195,372.24,628.15
12546,2,69,59,1161.5,16.833333333333332,580.75,401.3,760.2
12547,2,8,7,207.79999999999998,25.974999999999998,103.9,48.4,159.4
12548,1,5,5,95.19999999999999,19.04,95.19999999999999,95.19999999999999,95.19999999999999
12550,1,57,57,964.83,16.92684210526316,964.83,964.83,964.83
12551,1,10,10,168.0,16.8,168.0,168.0,168.0
12552,2,20,20,437.82,21.891,218.91,120.0,317.82
12553,10,191,95,3692.28,19.33130890052356,369.22799999999995,6.3,700.31
12556,2,121,100,603.71,4.989338842975207,301.855,290.81,312.9
12557,5,33,15,11990.960000000001,363.36242424242425,2398.192,620.0,4146.34
12558,1,11,11,269.96,24.54181818181818,269.96,269.96,269.96
12559,2,21,21,561.71,26.74809523809524,280.855,75.60000000000001,486.11
12560,3,105,91,2134.01,20.323904761904764,711.3366666666667,144.0,1292.31
12561,1,16,16,238.85,14.928125,238.85,238.85,238.85
12562,7,168,99,3781.7400000000002,22.510357142857146,540.2485714285714,388.64,654.37
12564,1,21,21,456.9,21.757142857142856,456.9,456.9,456.9
12565,1,9,9,145.92,16.21333333333333,145.92,145.92,145.92
12566,1,19,19,351.65,18.507894736842104,351.65,351.65,351.65
12567,10,446,323,9401.28,21.079103139013455,940.128,286.34000000000003,1650.1
12569,32,188,92,4124.69,21.939840425531912,128.89656250000002,52.0,348.68
12571,2,34,31,519.61,15.28264705882353,259.805,248.35,271.26
12572,2,60,53,1020.42,17.006999999999998,510.21000000000004,487.68,532.74
12573,1,28,26,160.54000000000002,5.733571428571429,160.54000000000002,160.54000000000002,160.54000000000002
12574,1,11,11,218.45,19.85909090909091,218.45,218.45,218.45
12576,5,88,72,1315.83,14.952613636363635,263.166,154.8,379.28
12577,3,147,137,657.8,4.474829931972788,219.26666666666665,134.02,327.89
12578,2,114,111,2794.51,24.51324561403509,1397.255,1185.85,1608.66
12579,1,29,29,440.42,15.18689655172414,440.42,440.42,440.42
12580,1,24,24,415.7,17.320833333333333,415.7,415.7,415.7
12581,1,15,15,197.71,13.180666666666667,197.71,197.71,197.71
12582,2,22,21,511.36,23.243636363636366,255.68,205.16,306.2
12583,15,247,115,7281.38,29.47927125506073,485.42533333333336,243.1,855.86
12584,9,96,44,2338.15,24.355729166666666,259.7944444444445,12.75,463.63
12585,2,87,77,2040.1,23.44942528735632,1020.05,777.25,1262.85
12586,1,11,11,196.94000000000003,17.903636363636366,196.94000000000003,196.94000000000003,196.94000000000003
12587,1,4,4,144.0,36.0,144.0,144.0,144.0
12588,1,10,10,214.89999999999998,21.49,214.89999999999998,214.89999999999998,214.89999999999998
12589,2,35,29,646.68,18.47657142857143,323.34000000000003,131.5,515.1800000000001
12590,2,68,68,9864.26,145.06264705882353,4932.13,523.0,9341.26
12591,1,26,26,452.84999999999997,17.41730769230769,452.84999999999997,452.84999999999997,452.84999999999997
12592,2,18,11,437.6,24.311111111111114,218.8,205.8,231.8
12593,3,21,14,418.09999999999997,19.909523809523808,139.36666666666667,85.8,236.0
12594,10,118,50,3338.2200000000003,28.290000000000003,333.822,28.0,722.4000000000001
12596,2,27,25,618.27,22.898888888888887,309.135,269.95,348.32
12597,4,206,184,3811.22,18.50106796116505,952.805,205.96,2176.45
12598,8,132,84,3023.08,22.902121212121212,377.885,36.0,720.86
12599,7,62,32,1032.58,16.654516129032256,147.51142857142855,78.6,201.86
12600,10,64,32,2599.04,40.61,259.904,76.5,427.94000000000005
12601,5,28,21,577.0600000000001,20.609285714285715,115.41199999999999,68.1,144.26
12602,1,12,12,153.12,12.76,153.12,153.12,153.12
12603,1,2,2,739.1999999999999,369.59999999999997,739.1999999999999,739.1999999999999,739.1999999999999
12604,2,16,15,254.18,15.88625,127.09,75.68,178.5
12607,1,101,101,1579.51,15.63871287128713,1579.51,1579.51,1579.51
12609,3,60,57,1126.85,18.78083333333333,375.6166666666666,287.93,512.8
12610,5,106,85,2099.54,19.80698113207547,419.908,160.0,946.75
12611,1,65,65,1193.32,18.35876923076923,1193.32,1193.32,1193.32
12612,1,19,19,704.0400000000001,37.054736842105264,704.0400000000001,704.0400000000001,704.0400000000001
12613,5,153,124,3344.38,21.858692810457516,668.876,18.0,1881.8600000000001
12614,1,20,20,315.6,15.780000000000001,315.6,315.6,315.6
12615,4,105,82,2291.19,21.820857142857143,572.7975,422.85,656.95
12616,2,32,25,713.3,22.290625,356.65,255.6,457.7
12617,1,42,39,355.53,8.465,355.53,355.53,355.53
12618,1,11,11,177.31,16.11909090909091,177.31,177.31,177.31
12619,9,90,50,3641.24,40.45822222222222,404.5822222222222,199.8,688.0
12620,3,92,89,1339.41,14.558804347826088,446.46999999999997,377.66,561.66
12621,20,467,261,13689.67,29.31406852248394,684.4835,49.800000000000004,1209.8
12622,1,11,11,180.1,16.37272727272727,180.1,180.1,180.1
12623,1,18,18,305.1,16.950000000000003,305.1,305.1,305.1
12624,2,38,36,641.13,16.87184210526316,320.565,299.94,341.19
12625,2,86,73,2683.82,31.207209302325584,1341.9099999999999,967.2,1716.62
12626,9,294,232,6620.48,22.51863945578231,735.6088888888888,178.1,1377.55
12627,7,230,162,4478.53,19.47186956521739,639.79,72.0,1183.72
12628,3,41,34,786.46,19.181951219512197,262.15333333333336,215.25,333.64
12630,2,64,60,1270.88,19.8575,635.44,569.09,701.79
12631,1,31,31,640.5,20.661290322580644,640.5,640.5,640.5
12633,4,101,73,2163.98,21.425544554455445,540.995,215.23000000000002,1012.82
12635,2,101,96,1689.18,16.724554455445546,844.5899999999999,683.64,1005.54
12637,8,390,205,6021.9,15.440769230769229,752.7375000000001,4.63,1516.68
12638,1,39,39,671.69,17.222820512820515,671.69,671.69,671.69
12639,1,22,22,486.1,22.095454545454547,486.1,486.1,486.1
12640,3,53,47,1174.58,22.16188679245283,391.5266666666667,77.76,764.59
12641,1,10,10,185.9,18.59,185.9,185.9,185.9
12642,3,47,39,1013.26,21.558723404255318,337.75333333333333,291.96000000000004,366.45
12643,6,24,11,3344.64,139.35999999999999,557.44,202.48000000000002,1202.22
12644,1,31,31,477.91,15.416451612903227,477.91,477.91,477.91
12645,4,73,58,1775.18,24.31753424657534,443.795,369.29999999999995,511.96000000000004
12646,2,45,43,1346.97,29.932666666666666,673.4849999999999,615.28,731.6899999999999
12647,12,121,78,3722.82,30.76710743801653,310.23499999999996,85.5,596.8
12648,1,21,21,318.05,15.145238095238096,318.05,318.05,318.05
12649,3,31,28,623.51,20.113225806451613,207.83666666666667,15.299999999999999,375.0
12650,1,20,20,314.44,15.722,314.44,314.44,314.44
12651,1,9,9,114.0,12.666666666666666,114.0,114.0,114.0
12652,1,48,48,919.98,19.16625,919.98,919.98,919.98
12653,2,43,37,2209.85,51.391860465116274,1104.925,779.1,1430.75
12654,5,38,31,601.98,15.841578947368422,120.396,48.099999999999994,171.23000000000002
12656,5,126,89,4051.17,32.152142857142856,810.234,541.2,1161.07
12657,4,47,35,1643.18,34.961276595744685,410.795,42.5,618.44
12658,1,36,36,686.05,19.056944444444444,686.05,686.05,686.05
12659,1,5,5,91.68,18.336000000000002,91.68,91.68,91.68
12660,1,13,13,245.1,18.853846153846153,245.1,245.1,245.1
12662,11,230,129,3849.78,16.73817391304348,349.98,120.9,521.62
12664,9,37,10,4881.88,131.94270270270272,542.4311111111111,310.0,890.0
12665,1,3,3,63.0,21.0,63.0,63.0,63.0
12667,1,33,33,620.13,18.791818181818183,620.13,620.13,620.13
12668,4,161,115,3807.15,23.64689440993789,951.7874999999999,469.87,1444.8
12669,3,101,98,2744.0299999999997,27.168613861386135,914.6766666666666,471.43,1136.3
12670,5,92,58,2996.05,32.56576086956522,599.2099999999999,393.34,696.12
12672,1,10,10,225.89999999999998,22.589999999999996,225.89999999999998,225.89999999999998,225.89999999999998
12673,2,42,42,610.52,14.536190476190475,305.26,220.9,389.62
12674,4,83,52,1970.6,23.742168674698792,492.65,390.06,586.74
12676,6,45,33,1331.39,29.586444444444446,221.89833333333334,121.55,509.5
12678,12,165,105,17628.46,106.83915151515151,1469.0383333333332,52.199999999999996,8895.76
12679,4,48,43,1113.02,23.187916666666666,278.255,94.32000000000001,794.06
12680,4,52,33,862.81,16.592499999999998,215.7025,112.38,311.78
12681,22,638,267,13787.54,21.610564263322885,626.7063636363636,121.92,1238.06
12682,31,525,209,12288.22,23.406133333333333,396.3941935483871,99.6,835.11
12683,15,344,177,8476.57,24.641191860465117,565.1046666666666,24.900000000000002,1130.95
12684,7,105,61,2283.63,21.748857142857144,326.23285714285714,30.0,489.1
12685,6,157,117,2863.08,18.236178343949042,477.18,222.60000000000002,1057.18
12686,1,7,7,89.14,12.734285714285715,89.14,89.14,89.14
12688,1,171,171,4873.8099999999995,28.501812865497072,4873.8099999999995,4873.8099999999995,4873.8099999999995
12689,2,72,57,1247.61,17.327916666666667,623.805,511.03,736.5799999999999
12690,1,16,16,389.01,24.313125,389.01,389.01,389.01
12691,6,32,21,1035.8,32.36875,172.63333333333333,36.0,303.1
12693,4,39,35,855.91,21.946410256410257,213.97750000000002,162.05,239.85
12694,2,37,32,869.67,23.504594594594593,434.83500000000004,430.17,439.5
12695,4,27,23,582.1,21.55925925925926,145.525,85.1,244.65
12697,3,41,37,957.59,23.355853658536585,319.19666666666666,223.68,390.5
12700,4,268,193,4939.99,18.432798507462685,1234.9975,1056.62,1476.19
12701,2,53,50,797.71,15.051132075471699,398.855,337.08,460.63
12702,1,12,12,219.0,18.25,219.0,219.0,219.0
12703,1,21,21,283.55,13.502380952380953,283.55,283.55,283.55
12704,8,88,64,2340.84,26.600454545454546,292.605,69.61,561.28
12705,9,334,228,6868.29,20.56374251497006,763.1433333333333,72.0,1321.25
12707,1,33,33,603.42,18.285454545454545,603.42,603.42,603.42
12708,10,157,86,2712.91,17.27968152866242,271.291,33.0,403.83
12709,15,208,93,9736.52,46.81019230769231,649.1013333333334,68.0,1225.26
12710,3,77,75,1149.02,14.922337662337663,383.00666666666666,71.4,718.96
12712,13,133,58,4396.13,33.053609022556394,338.1638461538462,146.8,776.0500000000001
12713,1,38,38,848.55,22.330263157894734,848.55,848.55,848.55
12714,5,259,216,4708.86,18.18092664092664,941.7719999999999,513.26,1319.16
12715,1,21,20,353.86,16.85047619047619,353.86,353.86,353.86
12716,2,69,60,1053.49,15.267971014492753,526.745,375.59000000000003,677.9
12717,2,55,49,1030.98,18.74509090909091,515.49,421.24,609.74
12718,1,19,19,238.25,12.539473684210526,238.25,238.25,238.25
12719,2,39,34,644.95,16.53717948717949,322.475,283.6,361.35
12720,25,354,211,5781.73,16.332570621468925,231.26919999999998,16.5,498.32
12721,6,161,133,2656.13,16.497701863354038,442.68833333333333,286.6,614.3199999999999
12722,4,53,50,997.63,18.82320754716981,249.4075,46.65,580.08
12723,5,69,53,725.07,10.508260869565218,145.01399999999998,19.259999999999998,329.12
12724,4,53,47,1031.41,19.460566037735852,257.8525,125.46000000000001,542.8100000000001
12725,1,24,24,427.8,17.825,427.8,427.8,427.8
12726,7,124,57,2609.1,21.041129032258063,372.7285714285714,170.28,784.46
12727,7,139,109,3980.7,28.638129496402875,568.6714285714286,38.4,919.66
12728,4,46,38,836.33,18.18108695652174,209.08249999999998,164.05,252.54
12729,1,26,26,453.01,17.423461538461538,453.01,453.01,453.01
12731,12,274,109,18895.91,68.96317518248175,1574.6591666666666,252.0,3174.4300000000003
12732,1,12,12,236.26000000000002,19.688333333333336,236.26000000000002,236.26000000000002,236.26000000000002
12733,1,22,22,383.95,17.452272727272728,383.95,383.95,383.95
12734,1,4,4,110.39999999999999,27.599999999999998,110.39999999999999,110.39999999999999,110.39999999999999
12735,2,43,38,779.5699999999999,18.12953488372093,389.78499999999997,319.77,459.8
12736,1,4,4,234.0,58.5,234.0,234.0,234.0
12738,1,11,11,155.35,14.122727272727273,155.35,155.35,155.35
12739,2,38,38,1013.04,26.658947368421053,506.52,37.5,975.54
12740,1,27,27,427.6,15.837037037037037,427.6,427.6,427.6
12743,2,134,114,546.43,4.077835820895522,273.21500000000003,199.08,347.35
12744,7,222,178,21279.29,95.85265765765766,3039.8985714285714,999.26,6068.0599999999995
12750,1,15,15,275.88,18.392,275.88,275.88,275.88
12752,1,53,53,4366.78,82.3920754716981,4366.78,4366.78,4366.78
12753,6,197,132,21429.39,108.77862944162436,3571.565,15.299999999999999,5735.24
12754,3,63,49,3010.74,47.78952380952381,1003.5799999999999,16.05,2949.12
12755,2,4,4,3811.95,952.9875,1905.975,17.549999999999997,3794.3999999999996
12756,1,4,4,112.07999999999998,28.019999999999996,112.07999999999998,112.07999999999998,112.07999999999998
12757,13,371,237,7857.1,21.178167115902966,604.3923076923077,49.5,1578.8700000000001
12758,2,97,84,2791.59,28.779278350515465,1395.795,1221.4,1570.19
12759,3,95,81,1531.44,16.12042105263158,510.48,444.8,637.72
12762,2,69,62,1898.52,27.51478260869565,949.26,461.59,1436.93
12763,2,18,16,494.08,27.448888888888888,247.04,174.0,320.08
12764,1,45,45,1693.88,37.64177777777778,1693.88,1693.88,1693.88
12766,7,310,205,6989.63,22.547193548387096,998.5185714285715,686.48,1319.01
12769,1,32,32,1143.6,35.7375,1143.6,1143.6,1143.6
12770,1,12,12,1351.45,112.62083333333334,1351.45,1351.45,1351.45
12772,1,55,55,892.47,16.226727272727274,892.47,892.47,892.47
12775,5,66,47,1386.04,21.00060606060606,277.20799999999997,214.45,419.8
12778,6,50,40,822.23,16.4446,137.03833333333333,84.0,171.93
12779,8,149,88,3981.36,26.72053691275168,497.66999999999996,25.0,981.95
12781,2,25,25,826.74,33.0696,413.37,277.48,549.26
12782,5,103,81,2330.92,22.630291262135923,466.184,252.25,683.9300000000001
12783,6,84,76,2225.91,26.49892857142857,370.98499999999996,222.26000000000002,642.01
12784,2,59,54,574.42,9.73593220338983,287.21,56.0,518.42
12785,1,14,14,311.95,22.282142857142855,311.95,311.95,311.95
12787,3,20,17,463.66,23.183,154.5533333333333,119.0,186.56
12789,1,4,4,91.85,22.9625,91.85,91.85,91.85
12790,1,21,21,324.92,15.472380952380954,324.92,324.92,324.92
12791,1,2,2,192.60000000000002,96.30000000000001,192.60000000000002,192.60000000000002,192.60000000000002
12792,1,25,25,400.53999999999996,16.0216,400.53999999999996,400.53999999999996,400.53999999999996
12793,2,24,21,545.48,22.728333333333335,272.74,131.8,413.68
12794,2,45,43,860.41,19.12022222222222,430.205,317.0,543.41
12795,1,14,14,430.48,30.74857142857143,430.48,430.48,430.48
12797,1,13,13,254.03,19.540769230769232,254.03,254.03,254.03
12798,3,8,6,6977.04,872.13,2325.68,1607.04,3651.6
12802,1,25,25,427.58,17.1032,427.58,427.58,427.58
12808,3,28,27,483.65000000000003,17.273214285714285,161.21666666666667,129.4,202.3
12809,1,25,25,489.31,19.572400000000002,489.31,489.31,489.31
12811,3,31,27,514.85,16.608064516129033,171.61666666666667,27.0,247.60000000000002
12812,1,15,15,229.64000000000001,15.309333333333335,229.64000000000001,229.64000000000001,229.64000000000001
12814,1,2,2,125.92,62.96,125.92,125.92,125.92
12815,2,47,38,1063.46,22.6268085106383,531.73,448.1,615.36
12816,2,29,27,572.2,19.731034482758623,286.1,253.55,318.65000000000003
12817,1,4,4,166.04,41.51,166.04,166.04,166.04
12818,1,14,14,1542.08,110.14857142857143,1542.08,1542.08,1542.08
12865,2,95,86,1568.23,16.507684210526318,784.115,586.85,981.38
12866,1,26,26,559.12,21.504615384615384,559.12,559.12,559.12
12876,2,85,67,2218.02,26.09435294117647,1109.01,726.43,1491.59
13492,3,50,38,1269.84,25.3968,423.28000000000003,315.3,593.74
13493,2,8,6,618.63,77.32875,309.315,179.35,439.28
13501,1,52,52,1340.32,25.775384615384613,1340.32,1340.32,1340.32
13505,4,215,182,4393.63,20.435488372093022,1098.4075,667.03,1810.51
13520,6,93,49,3624.35,38.97150537634408,604.0583333333333,303.4,856.0
13809,1,12,11,155.05,12.920833333333334,155.05,155.05,155.05
13810,3,35,32,1499.01,42.828857142857146,499.67,246.01,653.5
13811,3,13,7,814.5,62.65384615384615,271.5,222.75,333.0
13812,3,36,33,539.0,14.972222222222221,179.66666666666666,120.38,278.74
